SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,24-JAN-2023,5,1,INE0BTI01029,5
KANANIIND,Kanani Industries Limited,BE,14-DEC-2011,1,1,INE879E01037,1
KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-FEB-1995,5,1,INE138C01024,5
KANPRPLA,Kanpur Plastipack Limited,EQ,01-JAN-2021,10,1,INE694E01014,10
KANSAINER,Kansai Nerolac Paints Limited,EQ,15-SEP-2003,1,1,INE531A01024,1
KAPSTON,Kapston Services Limited,EQ,27-MAY-2020,10,1,INE542Z01010,10
KARMAENG,Karma Energy Limited,BE,28-JUN-2011,10,1,INE725L01011,10
KARURVYSYA,Karur Vysya Bank Limited,EQ,26-JUL-2000,2,1,INE036D01028,2
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-DEC-2007,1000,1,INE234I01028,1000
KAVVERITEL,Kavveri Telecom Products Limited,EQ,29-JAN-2008,10,1,INE641C01019,10
KAYA,Kaya Limited,EQ,14-AUG-2015,10,1,INE587G01015,10
KAYNES,Kaynes Technology India Limited,EQ,22-NOV-2022,10,1,INE918Z01012,10
KBCGLOBAL,KBC Global Limited,EQ,02-APR-2018,1,1,INE278R01034,1
KCP,KCP Limited,EQ,09-APR-1997,1,1,INE805C01028,1
KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-JUN-1997,1,1,INE790B01024,1
KDDL,KDDL Limited,EQ,23-MAR-2016,10,1,INE291D01011,10
KEC,KEC International Limited,EQ,10-MAR-2006,2,1,INE389H01022,2
KECL,Kirloskar Electric Company Limited,EQ,09-MAR-2010,10,1,INE134B01017,10
KEEPLEARN,DSJ Keep Learning Limited,EQ,01-MAR-1995,1,1,INE055C01020,1
KEI,KEI Industries Limited,EQ,23-MAR-2006,2,1,INE878B01027,2
KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-MAR-2016,5,1,INE164B01022,5
KERNEX,Kernex Microsystems (India) Limited,EQ,20-DEC-2005,10,1,INE202H01019,10
KESORAMIND,Kesoram Industries Limited,EQ,06-SEP-1995,10,1,INE087A01019,10
KEYFINSERV,Keynote Financial Services Limited,BE,26-JUN-1996,10,1,INE681C01015,10
